class_id,target,target_super_group
0db2e72c48b89cdaa961666fcc20d5d8,"[{""_id"":""b81a8991dd18c0b47f6bc16c47dfa0ae"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC CGL""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""16a7a71a6e502baa03d4ae1faa5f33c8"",""title"":[{""language"":""English"",""value"":""CDS""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""5d33facbde2289aa1a4d407dd2c39d7c"",""title"":[{""language"":""English"",""value"":""AFCAT""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""1314a41c5b61f0c42ef3f2750637a58d"",""title"":[{""language"":""English"",""value"":""INET""},{""language"":""Hindi"",""value"":""INET""}]},{""_id"":""ce93e65e281ffed2347769d363c25b70"",""title"":[{""language"":""English"",""value"":""RRB NTPC""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""938273f6322e14e3ae2ea70e96855a1f"",""title"":[{""language"":""English"",""value"":""RRC Group D""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""e992109a17e84f458f34c1b888c23205"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC Exams""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""58299138e624a0b7a8c85b7ae0c51a1f"",""title"":[{""language"":""English"",""value"":""Defence Exams""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""67bcbee6ffd1bf148fc2fb934d55f07e"",""title"":[{""language"":""English"",""value"":""Railways Exams""},{""language"":""Hindi"",""value"":""""}]}]"
8f69583ccddbb595da1d6c3eeaf1eba2,"[{""_id"":""ce93e65e281ffed2347769d363c25b70"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""RRB NTPC""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""938273f6322e14e3ae2ea70e96855a1f"",""title"":[{""language"":""English"",""value"":""RRC Group D""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""ddb1ea775d3fb3576b19b053a8cb3a0a"",""title"":[{""language"":""English"",""value"":""RRB JE""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""67bcbee6ffd1bf148fc2fb934d55f07e"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Railways Exams""},{""language"":""Hindi"",""value"":""""}]}]"
f9515ee4736d770719618ae8715b7a02,"[{""_id"":""5d33facbde2289aa1a4d407dd2c39d7c"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""AFCAT""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""58299138e624a0b7a8c85b7ae0c51a1f"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Defence Exams""},{""language"":""Hindi"",""value"":""""}]}]"
b6b1a6929421427b9c4cf2b259e5ee22,"[{""_id"":""b81a8991dd18c0b47f6bc16c47dfa0ae"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC CGL""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""d2fbe7905f7f98b8bad4049d937dc090"",""title"":[{""language"":""English"",""value"":""SSC CPO""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""b5dc7859e29e978c0c93d8592dd2a3c0"",""title"":[{""language"":""English"",""value"":""SSC CHSL""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""e992109a17e84f458f34c1b888c23205"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC Exams""},{""language"":""Hindi"",""value"":""""}]}]"
cf60041477f744215253fb18bcd46af5,"[{""_id"":""b81a8991dd18c0b47f6bc16c47dfa0ae"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC CGL""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""ce93e65e281ffed2347769d363c25b70"",""title"":[{""language"":""English"",""value"":""RRB NTPC""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""938273f6322e14e3ae2ea70e96855a1f"",""title"":[{""language"":""English"",""value"":""RRC Group D""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""b5dc7859e29e978c0c93d8592dd2a3c0"",""title"":[{""language"":""English"",""value"":""SSC CHSL""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""e992109a17e84f458f34c1b888c23205"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC Exams""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""67bcbee6ffd1bf148fc2fb934d55f07e"",""title"":[{""language"":""English"",""value"":""Railways Exams""},{""language"":""Hindi"",""value"":""""}]}]"
8dbdf3dc81630ef31b50e7846d1bdb9e,"[{""_id"":""b81a8991dd18c0b47f6bc16c47dfa0ae"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC CGL""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""69b6d649ca5c4d3a10ae70ddd88ddcc8"",""title"":[{""language"":""English"",""value"":""SSC Selection Post""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""ce93e65e281ffed2347769d363c25b70"",""title"":[{""language"":""English"",""value"":""RRB NTPC""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""938273f6322e14e3ae2ea70e96855a1f"",""title"":[{""language"":""English"",""value"":""RRC Group D""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""b5dc7859e29e978c0c93d8592dd2a3c0"",""title"":[{""language"":""English"",""value"":""SSC CHSL""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""5c40422667cfdc719fe3f4d48130b34f"",""title"":[{""language"":""English"",""value"":""SSC MTS""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""e992109a17e84f458f34c1b888c23205"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC Exams""},{""language"":""Hindi"",""value"":""""}]}]"
c117657c99c805eacfec013dcc17491f,"[{""_id"":""b81a8991dd18c0b47f6bc16c47dfa0ae"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC CGL""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""e992109a17e84f458f34c1b888c23205"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC Exams""},{""language"":""Hindi"",""value"":""""}]}]"
03afc06d8f78b0f3f3a83bfdc6521f84,"[{""_id"":""d2fbe7905f7f98b8bad4049d937dc090"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC CPO""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""e992109a17e84f458f34c1b888c23205"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC Exams""},{""language"":""Hindi"",""value"":""""}]}]"
355a79d3cf86b46b1e37e864394333f8,"[{""_id"":""b81a8991dd18c0b47f6bc16c47dfa0ae"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC CGL""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""d2fbe7905f7f98b8bad4049d937dc090"",""title"":[{""language"":""English"",""value"":""SSC CPO""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""b5dc7859e29e978c0c93d8592dd2a3c0"",""title"":[{""language"":""English"",""value"":""SSC CHSL""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""e992109a17e84f458f34c1b888c23205"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC Exams""},{""language"":""Hindi"",""value"":""""}]}]"
a1af6fd7d7547a01bb8ecc445ab20e48,"[{""_id"":""a4b3f38ba5a80bc0ccb9d7e2be728229"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SBI PO""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""8dce41b95f3777d43d7ac6259bf1c39a"",""title"":[{""language"":""English"",""value"":""IBPS PO""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""21cde520a11aea91d3b0c222ee9f52a4"",""title"":[{""language"":""English"",""value"":""SBI Clerk""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""267449cef6a69ddba57803a44daea1fa"",""title"":[{""language"":""English"",""value"":""RRB Officer Scale - I""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""5e85dcf35732f4a71776033551e00ca4"",""title"":[{""language"":""English"",""value"":""RRB Office Assistant""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""4db3fc331f6c3cc1afcd4cb6938db9d0"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Banking Exams""},{""language"":""Hindi"",""value"":""""}]}]"
e2e15f7b9ea0df0fbab2d5c6929a894e,"[{""_id"":""8dce41b95f3777d43d7ac6259bf1c39a"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""IBPS PO""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""4db3fc331f6c3cc1afcd4cb6938db9d0"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Banking Exams""},{""language"":""Hindi"",""value"":""""}]}]"
d1d28e0e585dec3ad079b422d4e2f7a0,"[{""_id"":""4358a135c054133a21785a7ffce4b231"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""NDA""},{""language"":""Hindi"",""value"":""NDA""}]},{""_id"":""88674eb5d8649eed507dc0b9be85890d"",""title"":[{""language"":""English"",""value"":""Airforce Group X""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""58299138e624a0b7a8c85b7ae0c51a1f"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Defence Exams""},{""language"":""Hindi"",""value"":""""}]}]"
577e5a0e808d8cba932172b7796e3d08,"[{""_id"":""b81a8991dd18c0b47f6bc16c47dfa0ae"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC CGL""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""d2fbe7905f7f98b8bad4049d937dc090"",""title"":[{""language"":""English"",""value"":""SSC CPO""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""e3982307901f966a3020ac8684652fdd"",""title"":[{""language"":""English"",""value"":""SSC JHT""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""5c40422667cfdc719fe3f4d48130b34f"",""title"":[{""language"":""English"",""value"":""SSC MTS""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""b5dc7859e29e978c0c93d8592dd2a3c0"",""title"":[{""language"":""English"",""value"":""SSC CHSL""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""ce93e65e281ffed2347769d363c25b70"",""title"":[{""language"":""English"",""value"":""RRB NTPC""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""ddb1ea775d3fb3576b19b053a8cb3a0a"",""title"":[{""language"":""English"",""value"":""RRB JE""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""40940450727bddbda3ba13662efbf5dc"",""title"":[{""language"":""English"",""value"":""RRB ALP""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""e992109a17e84f458f34c1b888c23205"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC Exams""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""67bcbee6ffd1bf148fc2fb934d55f07e"",""title"":[{""language"":""English"",""value"":""Railways Exams""},{""language"":""Hindi"",""value"":""""}]}]"
aa12fb8ead3d56b6cb10a92f252e4706,"[{""_id"":""3712244c886f1d5bfa634a4a4b1525de"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Delhi Police Constable""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""3a33dafe92fabb1d210f48951b0317cd"",""title"":[{""language"":""English"",""value"":""Delhi Police Head Constable""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""b4079255a4b812351b0a98cc4f5ad675"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Police Exams""},{""language"":""Hindi"",""value"":""""}]}]"
dd43b9476073af8599e6a25ebcb7b8ba,"[{""_id"":""f0866d0013374c071be03bb6511faf11"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Skill Courses""},{""language"":""Hindi"",""value"":""कौशल कोर्स""}]}]","[{""_id"":""09b12737a8cd173b05e9d16e456e8560"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Professional Skills""},{""language"":""Hindi"",""value"":""व्यावसायिक कौशल""}]}]"
1c99307a403f736ead59585c1d100302,"[{""_id"":""f0866d0013374c071be03bb6511faf11"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Skill Courses""},{""language"":""Hindi"",""value"":""कौशल कोर्स""}]}]","[{""_id"":""09b12737a8cd173b05e9d16e456e8560"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Professional Skills""},{""language"":""Hindi"",""value"":""व्यावसायिक कौशल""}]}]"
5b24830cb5931da3c539ccc6613d3822,"[{""_id"":""f0866d0013374c071be03bb6511faf11"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Skill Courses""},{""language"":""Hindi"",""value"":""कौशल कोर्स""}]}]","[{""_id"":""09b12737a8cd173b05e9d16e456e8560"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Professional Skills""},{""language"":""Hindi"",""value"":""व्यावसायिक कौशल""}]}]"
80b4de80b4edc8b9221993e8df8c8ecc,"[{""_id"":""f0866d0013374c071be03bb6511faf11"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Skill Courses""},{""language"":""Hindi"",""value"":""कौशल कोर्स""}]}]","[{""_id"":""09b12737a8cd173b05e9d16e456e8560"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Professional Skills""},{""language"":""Hindi"",""value"":""व्यावसायिक कौशल""}]}]"
68990e2cbf933c71b0b5b3767d5dafe6,"[{""_id"":""16a7a71a6e502baa03d4ae1faa5f33c8"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""CDS""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""4358a135c054133a21785a7ffce4b231"",""title"":[{""language"":""English"",""value"":""NDA""},{""language"":""Hindi"",""value"":""NDA""}]},{""_id"":""5d33facbde2289aa1a4d407dd2c39d7c"",""title"":[{""language"":""English"",""value"":""AFCAT""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""58299138e624a0b7a8c85b7ae0c51a1f"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Defence Exams""},{""language"":""Hindi"",""value"":""""}]}]"
a3b319c6d2b11b27dc20b93109f58a96,"[{""_id"":""f0866d0013374c071be03bb6511faf11"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Skill Courses""},{""language"":""Hindi"",""value"":""कौशल कोर्स""}]}]","[{""_id"":""09b12737a8cd173b05e9d16e456e8560"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Professional Skills""},{""language"":""Hindi"",""value"":""व्यावसायिक कौशल""}]}]"
b1c49e64f75f403d32958bd9bd537921,"[{""_id"":""ff680031e124ff368641d497b4bbbdd2"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Bihar Police SI""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""b4079255a4b812351b0a98cc4f5ad675"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Police Exams""},{""language"":""Hindi"",""value"":""""}]}]"
1597ef0af258665c339f498dd3760a79,"[{""_id"":""a4b3f38ba5a80bc0ccb9d7e2be728229"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SBI PO""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""4db3fc331f6c3cc1afcd4cb6938db9d0"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Banking Exams""},{""language"":""Hindi"",""value"":""""}]}]"
8962013152a39859e9ee1f21f1645b07,"[{""_id"":""b81a8991dd18c0b47f6bc16c47dfa0ae"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC CGL""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""e992109a17e84f458f34c1b888c23205"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC Exams""},{""language"":""Hindi"",""value"":""""}]}]"
5508ad5ab5b93909e77e3c468de320ed,"[{""_id"":""4358a135c054133a21785a7ffce4b231"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""NDA""},{""language"":""Hindi"",""value"":""NDA""}]},{""_id"":""88674eb5d8649eed507dc0b9be85890d"",""title"":[{""language"":""English"",""value"":""Airforce Group X""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""58299138e624a0b7a8c85b7ae0c51a1f"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Defence Exams""},{""language"":""Hindi"",""value"":""""}]}]"
3be3836fb1453491f7b7db1b2712e8db,"[{""_id"":""b81a8991dd18c0b47f6bc16c47dfa0ae"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC CGL""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""e992109a17e84f458f34c1b888c23205"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC Exams""},{""language"":""Hindi"",""value"":""""}]}]"
df4b5cec8ecaef0e1308931ede355f99,"[{""_id"":""ff680031e124ff368641d497b4bbbdd2"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Bihar Police SI""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""83178f9ff0a49d87094992bc13c744ed"",""title"":[{""language"":""English"",""value"":""MP Patwari""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""f0cb553bd09b981f4dbca7c0890b108e"",""title"":[{""language"":""English"",""value"":""Rajasthan Patwari""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""5df14b1e4ecde1e070e52b6523a0a8b9"",""title"":[{""language"":""English"",""value"":""Haryana Patwari""},{""language"":""Hindi"",""value"":""Haryana Patwari""}]}]","[{""_id"":""b4079255a4b812351b0a98cc4f5ad675"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Police Exams""},{""language"":""Hindi"",""value"":""""}]}]"
c64ca44849ae86093254a01b5748466f,"[{""_id"":""7a5d8c4c00f5f6340f28ba4b49e519ba"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""GATE ME""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""c1d47cdfe41a7ea2c337dd54c5114168"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Engineering Recruitment Exams""},{""language"":""Hindi"",""value"":""""}]}]"
291f1a82bd52d4ce5147d6b2d5d19590,"[{""_id"":""abb58a746bcf98536bfc8786d4926662"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""GATE CS""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""c1d47cdfe41a7ea2c337dd54c5114168"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""Engineering Recruitment Exams""},{""language"":""Hindi"",""value"":""""}]}]"
efb1474cc7b29b9c06669a01331015e0,"[{""_id"":""b81a8991dd18c0b47f6bc16c47dfa0ae"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC CGL""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""b5dc7859e29e978c0c93d8592dd2a3c0"",""title"":[{""language"":""English"",""value"":""SSC CHSL""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""5c40422667cfdc719fe3f4d48130b34f"",""title"":[{""language"":""English"",""value"":""SSC MTS""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""3712244c886f1d5bfa634a4a4b1525de"",""title"":[{""language"":""English"",""value"":""Delhi Police Constable""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""ff680031e124ff368641d497b4bbbdd2"",""title"":[{""language"":""English"",""value"":""Bihar Police SI""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""ce93e65e281ffed2347769d363c25b70"",""title"":[{""language"":""English"",""value"":""RRB NTPC""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""938273f6322e14e3ae2ea70e96855a1f"",""title"":[{""language"":""English"",""value"":""RRC Group D""},{""language"":""Hindi"",""value"":""""}]}]","[{""_id"":""e992109a17e84f458f34c1b888c23205"",""isPrimary"":true,""title"":[{""language"":""English"",""value"":""SSC Exams""},{""language"":""Hindi"",""value"":""""}]},{""_id"":""67bcbee6ffd1bf148fc2fb934d55f07e"",""title"":[{""language"":""English"",""value"":""Railways Exams""},{""language"":""Hindi"",""value"":""""}]}]"
